trip_date,direction,stop_seq,stop_name,arr_time_wib,dep_time_wib,dwell_s,board,alight,load_before,load_after,cap,stop_idx,hour,dow,is_weekend,direction_num,prev_load,load_prior,board_prior,alight_prior,forecast
2025-08-02,BlokM→Kota,15,Monumen Nasional,2025-08-02T21:55:32.564131+07:07,2025-08-02T21:56:04.564131+07:07,32,5,5,58,58,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,16,Harmoni,2025-08-02T21:59:59.769745+07:07,2025-08-02T22:00:21.769745+07:07,22,10,5,58,63,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,17,Sawah Besar,2025-08-02T22:03:49.418240+07:07,2025-08-02T22:04:21.418240+07:07,32,8,6,63,65,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,18,Mangga Besar,2025-08-02T22:08:04.628188+07:07,2025-08-02T22:08:35.628188+07:07,31,9,7,65,67,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,19,Taman Sari,2025-08-02T22:12:28.340188+07:07,2025-08-02T22:13:13.340188+07:07,45,5,2,67,70,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,20,Glodok,2025-08-02T22:16:35.356823+07:07,2025-08-02T22:17:07.356823+07:07,32,4,3,70,71,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,21,Kota,2025-08-02T22:20:50.560919+07:07,2025-08-02T22:21:23.560919+07:07,33,9,6,71,74,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,22,Museum Sejarah Jakarta,2025-08-02T22:24:37.687441+07:07,2025-08-02T22:25:18.687441+07:07,41,6,3,74,77,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,BlokM→Kota,23,Kali Besar,2025-08-02T22:28:26.567095+07:07,2025-08-02T22:29:07.567095+07:07,41,3,3,77,77,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,1,Kali Besar,2025-08-02T05:00:00+07:07,2025-08-02T05:00:21+07:07,21,4,0,0,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,2,Museum Sejarah Jakarta,2025-08-02T05:03:26.804452+07:07,2025-08-02T05:04:00.804452+07:07,34,4,4,4,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,3,Kota,2025-08-02T05:07:55.272530+07:07,2025-08-02T05:08:38.272530+07:07,43,4,4,4,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,4,Glodok,2025-08-02T05:12:18.673801+07:07,2025-08-02T05:12:59.673801+07:07,41,4,4,4,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,5,Taman Sari,2025-08-02T05:16:52.014263+07:07,2025-08-02T05:17:12.014263+07:07,20,4,3,4,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,6,Mangga Besar,2025-08-02T05:20:37.857511+07:07,2025-08-02T05:21:09.857511+07:07,32,6,5,5,6,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,7,Sawah Besar,2025-08-02T05:24:38.836038+07:07,2025-08-02T05:25:15.836038+07:07,37,7,6,6,7,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,8,Harmoni,2025-08-02T05:29:07.745251+07:07,2025-08-02T05:29:48.745251+07:07,41,5,7,7,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,9,Monumen Nasional,2025-08-02T05:32:54.620808+07:07,2025-08-02T05:33:40.620808+07:07,46,8,4,5,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,10,Kebon Sirih,2025-08-02T05:37:23.331417+07:07,2025-08-02T05:38:03.331417+07:07,40,10,6,9,13,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,11,M.H Thamrin,2025-08-02T05:42:00.646400+07:07,2025-08-02T05:42:39.646400+07:07,39,2,5,13,10,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,12,Bundaran HI ASTRA,2025-08-02T05:46:05.931940+07:07,2025-08-02T05:46:41.931940+07:07,36,10,4,10,16,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,13,Tosari,2025-08-02T05:50:32.111151+07:07,2025-08-02T05:51:04.111151+07:07,32,15,3,16,28,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,14,Dukuh Atas 1,2025-08-02T05:54:33.953095+07:07,2025-08-02T05:55:08.953095+07:07,35,11,5,28,34,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,15,Karet,2025-08-02T05:58:54.494517+07:07,2025-08-02T05:59:27.494517+07:07,33,4,4,34,34,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,16,Bendungan Hilir,2025-08-02T06:03:11.164536+07:07,2025-08-02T06:03:55.164536+07:07,44,1,4,34,31,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,17,Polda Metro Jaya,2025-08-02T06:07:21.581184+07:07,2025-08-02T06:08:01.581184+07:07,40,2,4,31,29,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,18,Gelora Bung Karno,2025-08-02T06:11:52.585361+07:07,2025-08-02T06:12:33.585361+07:07,41,4,14,29,19,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,19,Bundaran Senayan,2025-08-02T06:15:59.069970+07:07,2025-08-02T06:16:29.069970+07:07,30,0,19,19,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,20,Masjid Agunng,2025-08-02T06:19:54.048124+07:07,2025-08-02T06:20:39.048124+07:07,45,4,0,0,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,21,Kejaksaan Agung,2025-08-02T06:24:32.373995+07:07,2025-08-02T06:25:09.373995+07:07,37,1,4,4,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,22,ASEAN,2025-08-02T06:28:26.323988+07:07,2025-08-02T06:28:55.323988+07:07,29,2,1,1,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,23,Blok M,2025-08-02T06:32:44.902784+07:07,2025-08-02T06:33:27.902784+07:07,43,0,2,2,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,1,Kali Besar,2025-08-02T05:30:00+07:07,2025-08-02T05:30:31+07:07,31,2,0,0,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,2,Museum Sejarah Jakarta,2025-08-02T05:33:51.846658+07:07,2025-08-02T05:34:29.846658+07:07,38,2,2,2,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,3,Kota,2025-08-02T05:37:47.747475+07:07,2025-08-02T05:38:11.747475+07:07,24,5,2,2,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,4,Glodok,2025-08-02T05:41:52.847618+07:07,2025-08-02T05:42:22.847618+07:07,30,2,5,5,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,5,Taman Sari,2025-08-02T05:46:07.356374+07:07,2025-08-02T05:46:39.356374+07:07,32,5,2,2,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,6,Mangga Besar,2025-08-02T05:49:58.804266+07:07,2025-08-02T05:50:21.804266+07:07,23,4,5,5,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,7,Sawah Besar,2025-08-02T05:54:20.696943+07:07,2025-08-02T05:54:42.696943+07:07,22,4,4,4,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,8,Harmoni,2025-08-02T05:58:40.117213+07:07,2025-08-02T05:59:04.117213+07:07,24,8,4,4,8,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,9,Monumen Nasional,2025-08-02T06:02:59.888058+07:07,2025-08-02T06:03:52.888058+07:07,53,3,3,8,8,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,10,Kebon Sirih,2025-08-02T06:07:19.831406+07:07,2025-08-02T06:08:17.831406+07:07,58,4,6,8,6,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,11,M.H Thamrin,2025-08-02T06:11:49.087996+07:07,2025-08-02T06:13:03.087996+07:07,74,14,5,6,15,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,12,Bundaran HI ASTRA,2025-08-02T06:16:57.460959+07:07,2025-08-02T06:17:55.460959+07:07,58,6,12,15,9,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,13,Tosari,2025-08-02T06:21:31.040326+07:07,2025-08-02T06:22:29.040326+07:07,58,8,5,9,12,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,14,Dukuh Atas 1,2025-08-02T06:25:48.112998+07:07,2025-08-02T06:26:44.112998+07:07,56,8,7,12,13,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,15,Karet,2025-08-02T06:29:45.287019+07:07,2025-08-02T06:30:23.287019+07:07,38,3,13,13,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,16,Bendungan Hilir,2025-08-02T06:33:49.190581+07:07,2025-08-02T06:34:30.190581+07:07,41,1,3,3,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,17,Polda Metro Jaya,2025-08-02T06:37:40.512067+07:07,2025-08-02T06:38:24.512067+07:07,44,3,1,1,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,18,Gelora Bung Karno,2025-08-02T06:42:13.058728+07:07,2025-08-02T06:42:42.058728+07:07,29,2,3,3,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,19,Bundaran Senayan,2025-08-02T06:46:05.619351+07:07,2025-08-02T06:46:33.619351+07:07,28,5,2,2,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,20,Masjid Agunng,2025-08-02T06:49:48.138109+07:07,2025-08-02T06:50:20.138109+07:07,32,1,5,5,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,21,Kejaksaan Agung,2025-08-02T06:53:27.939779+07:07,2025-08-02T06:53:49.939779+07:07,22,0,1,1,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,22,ASEAN,2025-08-02T06:57:15.292087+07:07,2025-08-02T06:57:35.292087+07:07,20,0,0,0,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,23,Blok M,2025-08-02T07:01:27.082926+07:07,2025-08-02T07:02:00.082926+07:07,33,0,0,0,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,1,Kali Besar,2025-08-02T06:00:00+07:07,2025-08-02T06:00:44+07:07,44,2,0,0,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,2,Museum Sejarah Jakarta,2025-08-02T06:04:36.687950+07:07,2025-08-02T06:04:58.687950+07:07,22,6,2,2,6,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,3,Kota,2025-08-02T06:08:35.951967+07:07,2025-08-02T06:09:15.951967+07:07,40,5,2,6,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,4,Glodok,2025-08-02T06:13:15.365040+07:07,2025-08-02T06:13:55.365040+07:07,40,2,6,9,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,5,Taman Sari,2025-08-02T06:17:53.406461+07:07,2025-08-02T06:18:24.406461+07:07,31,4,5,5,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,6,Mangga Besar,2025-08-02T06:21:26.500022+07:07,2025-08-02T06:21:54.500022+07:07,28,0,4,4,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,7,Sawah Besar,2025-08-02T06:25:25.367489+07:07,2025-08-02T06:25:56.367489+07:07,31,4,0,0,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,8,Harmoni,2025-08-02T06:29:50.792785+07:07,2025-08-02T06:30:31.792785+07:07,41,9,4,4,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,9,Monumen Nasional,2025-08-02T06:34:17.606710+07:07,2025-08-02T06:35:27.606710+07:07,70,13,3,9,19,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,10,Kebon Sirih,2025-08-02T06:39:23.761744+07:07,2025-08-02T06:40:30.761744+07:07,67,5,2,19,22,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,11,M.H Thamrin,2025-08-02T06:43:57.474288+07:07,2025-08-02T06:44:53.474288+07:07,56,6,7,22,21,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,12,Bundaran HI ASTRA,2025-08-02T06:48:37.579666+07:07,2025-08-02T06:49:36.579666+07:07,59,5,4,21,22,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,13,Tosari,2025-08-02T06:53:30.445654+07:07,2025-08-02T06:54:29.445654+07:07,59,8,5,22,25,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,14,Dukuh Atas 1,2025-08-02T06:57:42.265198+07:07,2025-08-02T06:58:56.265198+07:07,74,9,7,25,27,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,15,Karet,2025-08-02T07:02:49.841006+07:07,2025-08-02T07:03:15.841006+07:07,26,6,9,27,24,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,16,Bendungan Hilir,2025-08-02T07:06:28.213054+07:07,2025-08-02T07:06:56.213054+07:07,28,2,5,24,21,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,17,Polda Metro Jaya,2025-08-02T07:10:14.738066+07:07,2025-08-02T07:10:37.738066+07:07,23,2,8,21,15,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,18,Gelora Bung Karno,2025-08-02T07:13:44.368881+07:07,2025-08-02T07:14:05.368881+07:07,21,4,14,15,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,19,Bundaran Senayan,2025-08-02T07:18:02.575413+07:07,2025-08-02T07:18:26.575413+07:07,24,3,5,5,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,20,Masjid Agunng,2025-08-02T07:21:34.339489+07:07,2025-08-02T07:22:18.339489+07:07,44,0,3,3,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,21,Kejaksaan Agung,2025-08-02T07:25:28.133276+07:07,2025-08-02T07:25:51.133276+07:07,23,1,0,0,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,22,ASEAN,2025-08-02T07:29:08.013791+07:07,2025-08-02T07:29:51.013791+07:07,43,4,1,1,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,23,Blok M,2025-08-02T07:33:19.676686+07:07,2025-08-02T07:33:44.676686+07:07,25,0,4,4,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,1,Kali Besar,2025-08-02T06:30:00+07:07,2025-08-02T06:30:31+07:07,31,6,0,0,6,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,2,Museum Sejarah Jakarta,2025-08-02T06:33:33.580483+07:07,2025-08-02T06:33:53.580483+07:07,20,5,4,6,7,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,3,Kota,2025-08-02T06:37:11.783569+07:07,2025-08-02T06:37:31.783569+07:07,20,7,7,7,7,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,4,Glodok,2025-08-02T06:40:57.087089+07:07,2025-08-02T06:41:23.087089+07:07,26,0,6,7,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,5,Taman Sari,2025-08-02T06:44:50.043500+07:07,2025-08-02T06:45:28.043500+07:07,38,4,1,1,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,6,Mangga Besar,2025-08-02T06:48:31.922352+07:07,2025-08-02T06:49:12.922352+07:07,41,4,4,4,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,7,Sawah Besar,2025-08-02T06:52:50.408264+07:07,2025-08-02T06:53:14.408264+07:07,24,4,4,4,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,8,Harmoni,2025-08-02T06:56:20.092085+07:07,2025-08-02T06:56:54.092085+07:07,34,7,4,4,7,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,9,Monumen Nasional,2025-08-02T07:00:33.527457+07:07,2025-08-02T07:01:46.527457+07:07,73,8,7,7,8,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,10,Kebon Sirih,2025-08-02T07:05:11.407878+07:07,2025-08-02T07:06:05.407878+07:07,54,4,2,8,10,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,11,M.H Thamrin,2025-08-02T07:09:40.084113+07:07,2025-08-02T07:10:36.084113+07:07,56,6,3,10,13,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,12,Bundaran HI ASTRA,2025-08-02T07:14:33.933967+07:07,2025-08-02T07:15:46.933967+07:07,73,7,3,13,17,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,13,Tosari,2025-08-02T07:19:30.729545+07:07,2025-08-02T07:20:22.729545+07:07,52,11,0,17,28,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,14,Dukuh Atas 1,2025-08-02T07:23:36.803905+07:07,2025-08-02T07:24:36.803905+07:07,60,6,5,28,29,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,15,Karet,2025-08-02T07:27:41.162661+07:07,2025-08-02T07:28:10.162661+07:07,29,3,8,29,24,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,16,Bendungan Hilir,2025-08-02T07:31:23.047507+07:07,2025-08-02T07:31:45.047507+07:07,22,3,11,24,16,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,17,Polda Metro Jaya,2025-08-02T07:35:24.807923+07:07,2025-08-02T07:35:50.807923+07:07,26,6,7,16,15,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,18,Gelora Bung Karno,2025-08-02T07:39:18.164517+07:07,2025-08-02T07:39:57.164517+07:07,39,2,11,15,6,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,19,Bundaran Senayan,2025-08-02T07:43:25.852557+07:07,2025-08-02T07:43:47.852557+07:07,22,3,6,6,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,20,Masjid Agunng,2025-08-02T07:47:31.643167+07:07,2025-08-02T07:48:01.643167+07:07,30,0,3,3,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,21,Kejaksaan Agung,2025-08-02T07:51:17.343306+07:07,2025-08-02T07:51:45.343306+07:07,28,0,0,0,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,22,ASEAN,2025-08-02T07:54:58.604239+07:07,2025-08-02T07:55:24.604239+07:07,26,1,0,0,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,23,Blok M,2025-08-02T07:59:06.191545+07:07,2025-08-02T07:59:42.191545+07:07,36,0,1,1,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,1,Kali Besar,2025-08-02T07:00:00+07:07,2025-08-02T07:00:22+07:07,22,1,0,0,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,2,Museum Sejarah Jakarta,2025-08-02T07:03:26.443898+07:07,2025-08-02T07:04:02.443898+07:07,36,8,0,1,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,3,Kota,2025-08-02T07:07:42.191306+07:07,2025-08-02T07:08:12.191306+07:07,30,8,8,9,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,4,Glodok,2025-08-02T07:11:44.252813+07:07,2025-08-02T07:12:04.252813+07:07,20,7,7,9,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,5,Taman Sari,2025-08-02T07:15:07.138740+07:07,2025-08-02T07:15:52.138740+07:07,45,2,7,9,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,6,Mangga Besar,2025-08-02T07:19:03.097181+07:07,2025-08-02T07:19:29.097181+07:07,26,5,4,4,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,7,Sawah Besar,2025-08-02T07:22:52.825736+07:07,2025-08-02T07:23:18.825736+07:07,26,5,4,5,6,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,8,Harmoni,2025-08-02T07:27:05.841895+07:07,2025-08-02T07:27:31.841895+07:07,26,5,2,6,9,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,9,Monumen Nasional,2025-08-02T07:30:54.721072+07:07,2025-08-02T07:31:58.721072+07:07,64,4,3,9,10,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,10,Kebon Sirih,2025-08-02T07:35:45.080896+07:07,2025-08-02T07:36:42.080896+07:07,57,2,5,10,7,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,11,M.H Thamrin,2025-08-02T07:39:44.357505+07:07,2025-08-02T07:40:50.357505+07:07,66,10,7,7,10,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,12,Bundaran HI ASTRA,2025-08-02T07:44:03.170730+07:07,2025-08-02T07:45:18.170730+07:07,75,8,4,10,14,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,13,Tosari,2025-08-02T07:48:49.523123+07:07,2025-08-02T07:49:59.523123+07:07,70,8,9,14,13,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,14,Dukuh Atas 1,2025-08-02T07:53:33.675250+07:07,2025-08-02T07:54:24.675250+07:07,51,9,8,13,14,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,15,Karet,2025-08-02T07:58:18.435108+07:07,2025-08-02T07:58:58.435108+07:07,40,4,6,14,12,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,16,Bendungan Hilir,2025-08-02T08:02:15.293707+07:07,2025-08-02T08:02:54.293707+07:07,39,7,7,12,12,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,17,Polda Metro Jaya,2025-08-02T08:06:52.984871+07:07,2025-08-02T08:07:13.984871+07:07,21,1,5,12,8,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,18,Gelora Bung Karno,2025-08-02T08:10:48.101184+07:07,2025-08-02T08:11:08.101184+07:07,20,1,8,8,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,19,Bundaran Senayan,2025-08-02T08:14:22.142220+07:07,2025-08-02T08:14:59.142220+07:07,37,3,1,1,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,20,Masjid Agunng,2025-08-02T08:18:26.267070+07:07,2025-08-02T08:18:59.267070+07:07,33,3,3,3,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,21,Kejaksaan Agung,2025-08-02T08:22:58.567547+07:07,2025-08-02T08:23:19.567547+07:07,21,0,3,3,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,22,ASEAN,2025-08-02T08:27:10.086574+07:07,2025-08-02T08:27:54.086574+07:07,44,1,0,0,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,23,Blok M,2025-08-02T08:31:25.356856+07:07,2025-08-02T08:32:03.356856+07:07,38,0,1,1,0,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,1,Kali Besar,2025-08-02T07:30:00+07:07,2025-08-02T07:30:26+07:07,26,1,0,0,1,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,2,Museum Sejarah Jakarta,2025-08-02T07:34:06.730556+07:07,2025-08-02T07:34:49.730556+07:07,43,4,1,1,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,3,Kota,2025-08-02T07:38:40.112197+07:07,2025-08-02T07:39:04.112197+07:07,24,5,4,4,5,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,4,Glodok,2025-08-02T07:42:43.657714+07:07,2025-08-02T07:43:13.657714+07:07,30,3,5,5,3,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,5,Taman Sari,2025-08-02T07:46:35.659706+07:07,2025-08-02T07:46:57.659706+07:07,22,2,3,3,2,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,6,Mangga Besar,2025-08-02T07:50:34.555698+07:07,2025-08-02T07:50:56.555698+07:07,22,4,2,2,4,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,7,Sawah Besar,2025-08-02T07:54:32.167346+07:07,2025-08-02T07:55:07.167346+07:07,35,3,1,4,6,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,8,Harmoni,2025-08-02T07:58:54.220712+07:07,2025-08-02T07:59:15.220712+07:07,21,8,6,6,8,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,9,Monumen Nasional,2025-08-02T08:02:44.915490+07:07,2025-08-02T08:03:38.915490+07:07,54,9,2,8,15,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,10,Kebon Sirih,2025-08-02T08:06:46.447589+07:07,2025-08-02T08:07:41.447589+07:07,55,9,1,15,23,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,11,M.H Thamrin,2025-08-02T08:10:53.432518+07:07,2025-08-02T08:12:01.432518+07:07,68,3,3,23,23,80,0,0,0,0,0,0,0,0,0,11
2025-08-02,Kota→BlokM,12,Bundaran HI ASTRA,2025-08-02T08:15:41.281117+07:07,2025-08-02T08:16:31.281117+07:07,50,7,2,23,28,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,13,Tosari,2025-08-02T08:20:23.508346+07:07,2025-08-02T08:21:23.508346+07:07,60,11,6,28,33,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,14,Dukuh Atas 1,2025-08-02T08:24:29.340635+07:07,2025-08-02T08:25:19.340635+07:07,50,6,3,33,36,80,0,0,0,0,0,0,0,0,0,13
2025-08-02,Kota→BlokM,15,Karet,2025-08-02T08:28:34.280374+07:07,2025-08-02T08:29:00.280374+07:07,26,2,6,36,32,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,16,Bendungan Hilir,2025-08-02T08:32:31.556738+07:07,2025-08-02T08:32:55.556738+07:07,24,2,7,32,27,80,0,0,0,0,0,0,0,0,0,12
2025-08-02,Kota→BlokM,17,Polda Metro Jaya,2025-08-02T08:36:11.642600+07:07,2025-08-02T08:36:55.642600+07:07,44,1,8,27,20,80,0,0,0,0,0,0,0,0,0,12
