direction,stop_seq,hour,board_prior,alight_prior,load_prior
1,5,9,3.811926309448777,4.284834580927229,5.332990025775459
1,5,10,4.309595960606297,4.561625506069041,5.1211925517337695
1,5,11,4.7251697401199815,5.661923362428948,5.465613346448074
1,5,12,4.680233502961539,4.918746511385244,6.025164682183675
1,5,13,4.664691270869281,6.499477105977686,5.415470690821096
1,5,14,4.696079907436288,6.160135090787207,6.2766784562655396
1,5,15,6.83029783886001,6.290168131469362,7.4842851780631205
1,5,16,6.540673095275872,8.100757104510434,6.676449074374175
1,5,17,10.122540982261981,12.65266293164688,10.691207788339712
1,5,18,9.88858607440203,12.079545731175712,10.272632255616097
1,5,19,10.458194336149786,11.321330852071762,10.657094096529525
1,5,20,3.4911687200939294,3.7701235754775766,4.898925181051945
1,5,21,3.2999074162302997,3.636452233772477,4.406282270476291
1,6,5,3.9980347912788528,4.434325333573066,4.9763602665642095
1,6,6,4.102335958875039,4.391309256164276,4.957281265385312
1,6,7,4.069842545091732,2.8475412884753504,4.91221786188813
1,6,8,3.9884451342504277,3.892015307206649,4.359811454941334
1,6,9,4.978585027810672,4.497467474969131,5.814107578616999
1,6,10,4.759176189481626,4.051330251317979,5.8290384898974175
1,6,11,6.097106518913488,5.340252993508744,6.222466871852819
1,6,12,5.155613311128487,5.707612605654943,5.473165387657219
1,6,13,6.236213067091408,5.265603749258662,6.3860800086538445
1,6,14,5.448372208250056,5.163973931187718,6.5610767333278766
1,6,15,6.800676475800086,6.839735552276973,7.4452261015862335
1,6,16,9.182459717184507,6.6351982822701485,9.223710509288532
1,6,17,11.988489920673063,10.68942043990686,11.990277269105917
1,6,18,14.205327887444945,9.803727803193691,14.67423233986735
1,6,19,12.853893184001487,10.49819718497006,13.012790095560952
1,6,20,3.51723331818595,3.700685264311693,4.715473234926202
1,6,21,3.9515760573135377,3.2818476586944496,5.076010669095379
1,7,5,4.622921982840399,3.7814855464618486,5.81779670294276
1,7,6,3.924186895126972,3.615693838327294,5.1426639852355365
1,7,7,3.710397128356673,4.695936330531196,4.091548724906904
1,7,8,5.085919154124243,4.194039098745166,5.378295776708348
1,7,9,5.838836622968898,5.368984745154618,6.077714418789498
1,7,10,5.05044880278545,4.9231247475971704,5.956362545085697
1,7,11,5.260591781392898,5.9962304899678545,5.486828163277862
1,7,12,5.9624647545673115,5.290810962541602,6.144819179682929
1,7,13,5.965957709168621,6.300707502417804,6.05133021540466
1,7,14,5.557795612381844,5.063110999176341,7.05576134653338
1,7,15,7.1104708154571306,6.761926348115011,7.793770568928353
1,7,16,8.580725974050369,9.420116890856194,8.802083596454308
1,7,17,13.336554353094623,10.824463230672231,13.341084442053283
1,7,18,11.99881080322333,13.222778922398318,12.676898850312355
1,7,19,14.135005545203924,13.667040194364127,14.160588372078267
1,7,20,3.844158410750843,3.514109181438636,5.045522464238409
1,7,21,2.96703509375358,3.6108323802155518,4.432213382633408
1,8,5,5.693903639396911,4.127121882512524,7.384578459827147
1,8,6,6.304675614347892,3.860470643761211,7.740404801932705
1,8,7,5.8013815251252865,3.596145370880483,6.373823977481979
1,8,8,5.409802433845366,3.7657513768674256,6.805973994827422
1,8,9,7.262128368661946,5.251613272849779,7.910086020632263
1,8,10,7.178812646915211,5.003665187288607,8.131510004712302
1,8,11,7.731209777668037,4.715529922589826,8.502508018356073
1,8,12,8.830045192481103,5.29704193462276,9.668566907598876
1,8,13,8.182273553908917,5.429315857211035,8.853074575708154
1,8,14,9.593650036779442,6.178747215623173,10.469992124678894
1,8,15,9.358286697516835,6.8987805816678796,10.253159343934161
1,8,16,14.754551717508905,8.576724161685394,15.227563121207542
1,8,17,16.97929807101359,11.866505229119374,17.67811761657654
1,8,18,18.572391718290913,12.315067251133273,18.879844653688213
1,8,19,18.098306805053927,13.128029426989924,19.084892235672026
1,8,20,4.756468067483637,4.2072896713610115,5.5943703474049284
1,8,21,5.695755374211951,4.0483660614721115,6.081240800211956
1,9,5,6.302905195128918,3.937765793576324,8.769736316985218
1,9,6,5.854345430239486,3.7816940455963475,10.619651602663282
1,9,7,5.59572402992054,3.6474644198859547,8.093214294395441
1,9,8,6.4440297602791325,3.7544964763355164,9.209267176291796
1,9,9,8.324373511238626,4.619481314219424,11.806465921624243
1,9,10,8.207814886455923,5.374134923371088,11.194844461720054
1,9,11,9.28982696720574,5.722212667775888,11.201420514550492
1,9,12,9.945582477673184,5.638501623740519,13.486521305955167
1,9,13,8.68838373600588,5.828372261015349,11.883586575940804
1,9,14,8.342714349089789,5.20687814988372,13.089834424003952
1,9,15,9.910324996657485,6.279413453041837,13.578822298282546
1,9,16,15.51397051726876,8.466045107083088,19.930054600161604
1,9,17,19.08973858935072,13.084013770139379,23.18159097204264
1,9,18,18.751166808485813,13.347771736597002,24.572157056947926
1,9,19,19.70782915256635,13.445213105626054,25.8980164976996
1,9,20,5.705191965530226,3.5935160828176627,14.615526198998245
1,9,21,5.981075932562162,3.86046090214136,7.949057230681337
1,10,5,6.455906389469965,5.193375430581044,10.03226727587414
1,10,6,5.32248013919845,4.833869397176827,11.108262344684903
1,10,7,6.171827697402963,5.556773415033121,8.708268576765283
1,10,8,5.903497536672248,5.081440531513161,10.031324181450882
1,10,9,8.385012679424795,7.530243797881572,12.661234803167465
1,10,10,7.897418759686112,6.72574182630951,12.366521395096656
1,10,11,9.263258523062996,8.423441413678752,12.041237623934736
1,10,12,8.521788599892105,8.25164589443364,13.756664011413632
1,10,13,8.566232124515976,7.862553600218644,12.587265100238136
1,10,14,9.305826947713397,7.602833658860341,14.79282771285701
1,10,15,10.049021182803783,8.825651152684802,14.802192328401524
1,10,16,13.946284937200836,12.771566605792025,21.104772931570412
1,10,17,20.836284953092115,16.572298404862817,27.44557752027194
1,10,18,21.09766580069231,18.290228416358513,27.37959444128172
1,10,19,20.961436349299596,19.42120912361481,27.43824372338439
1,10,20,5.3848028597558475,5.518407411533851,14.48192164722024
1,10,21,6.5945152262864974,4.677153807458731,9.866418649509106
1,11,5,7.273031328614369,4.427976564658111,12.877322039830398
1,11,6,6.689552869666979,4.594701645034808,13.203113569317075
1,11,7,6.35007437990259,4.835894762407326,10.222448194260545
1,11,8,8.065337801555136,4.709814478410767,13.386847504595252
1,11,9,9.452558228811162,5.8768690922102875,16.23692393976834
1,11,10,8.602394282925077,6.1685292264524065,14.800386451569326
1,11,11,12.072703309772864,6.446755128244608,17.667185805462992
1,11,12,10.016735077889699,7.573810112795421,16.199588976507908
1,11,13,11.853875195812167,6.290083601762546,18.15105669428776
1,11,14,10.582288078721366,7.148127593182189,18.226988198396185
1,11,15,11.498064812076287,8.208693258482734,18.091563881995075
1,11,16,16.531493377321503,9.655999608815845,27.980266700076072
1,11,17,22.45139613034145,16.679726443058797,33.217247207554585
1,11,18,24.027411463032262,14.00038924154149,37.40661666277249
1,11,19,25.220228224013766,14.598508283406282,38.05996366399187
1,11,20,7.634571967962404,4.370099192901619,17.746394422281025
1,11,21,7.53096508908877,5.093921610737783,12.303462127860092
1,12,5,8.311232829350866,4.659275815699238,16.529279053482025
1,12,6,8.41604876312613,4.904512373817822,16.714649958625383
1,12,7,8.325229820194265,4.206877781060044,14.340800233394766
1,12,8,8.944088848588693,5.116748342588885,17.214188010595063
1,12,9,12.156568850025328,6.268421882390499,22.125070907403167
1,12,10,12.478824135170525,6.616331344340782,20.662879242399068
1,12,11,12.355751813292885,7.130449773567254,22.892487845188626
1,12,12,11.886395175583138,7.476044999193107,20.60993915289794
1,12,13,12.738557922478188,7.177572481705255,23.712042135060695
1,12,14,13.01695784407803,7.065886803663612,24.178059238810604
1,12,15,14.032794300218036,8.220439993049409,23.903918189163704
1,12,16,19.30476947865702,10.719931249846937,36.56510492888615
1,12,17,29.6757154476979,16.987505192525237,45.90545746272725
1,12,18,27.5282170250854,16.934649302870202,48.0001843849877
1,12,19,28.453235652501007,14.721558621219438,51.79164069527345
1,12,20,8.930394797802558,4.8327896641478,21.84399955593578
1,12,21,8.849827135053362,4.701075254653827,16.452214008259627
1,13,5,10.140856042790709,4.9820759778870825,21.688059118385652
1,13,6,7.21416766717067,4.143399481284209,19.753068345371375
1,13,7,8.963313284436468,5.597552932031808,17.993948736636394
1,13,8,9.05641084513856,3.9930294261105406,21.68573117798577
1,13,9,13.053680494680762,7.003749544867027,27.47547921796065
1,13,10,10.622475155115852,7.0132125769155875,24.272141820599334
1,13,11,11.461010325736396,7.287019974197474,27.066478196727545
1,13,12,12.589464424668725,6.74364039909349,26.455763178473173
1,13,13,12.95789946409262,8.064970306340845,28.60497129281247
1,13,14,14.573768123226367,6.714300854100503,32.03752650793647
1,13,15,15.06384123482063,6.995048045043865,31.972711378940474
1,13,16,19.673589614437052,11.61874011504805,48.13543822947564
1,13,17,27.878664756850394,14.335788552433153,53.55689415595964
1,13,18,26.308250937072398,15.211991874103413,56.538610281545026
1,13,19,24.202650293486865,15.007980683772793,61.14270459872796
1,13,20,8.93827348659867,5.222954853523167,25.559318189011282
1,13,21,9.291282507270326,5.3534577264671315,20.390038789062825
1,14,5,7.449253565549392,6.097280964396696,23.040031719538348
1,14,6,6.8120988715767306,7.195039388914995,19.37012782803311
1,14,7,8.325115931346776,5.793123612621479,20.52594105536169
1,14,8,8.107904041176111,5.899211942524134,23.894423276637742
1,14,9,11.222940362499028,7.8137561781021425,30.884663402357535
1,14,10,11.717521434585526,7.888171038331798,28.10149221685306
1,14,11,13.054390986769945,8.318152356471272,31.802716827026217
1,14,12,12.22467263256295,8.881958220011832,29.79847759102429
1,14,13,11.698848933222317,9.35245462871075,30.95136559732404
1,14,14,12.045136134703435,8.808601813022465,35.27406082961744
1,14,15,14.372046422051048,9.300383592702934,37.04437420828859
1,14,16,15.25012171591493,11.35928346333333,52.24323419883017
1,14,17,20.875386079933342,17.665253743208165,56.49816242987155
1,14,18,19.995452876494152,19.578163643387175,56.955899514651996
1,14,19,17.79508652605101,17.051065807779754,61.88672531699921
1,14,20,7.0111276100639905,4.534413223993289,28.036032575081986
1,14,21,6.79302953391522,5.692858946025386,21.490209376952652
1,15,5,2.0960435734221186,6.0845967642762036,19.05147852868426
1,15,6,2.5502997379047807,6.009479961363367,16.939749189466465
1,15,7,2.293226966822407,6.984041045594347,15.241680773636023
1,15,8,2.2019379761622293,7.323142831492634,18.322475017723352
1,15,9,3.7384828882451875,10.005774670400088,24.648872865538802
1,15,10,3.0345355667225102,10.92030655945669,20.204042208792956
1,15,11,3.7002691848367704,9.406960031863912,26.09602597999908
1,15,12,3.6333360171339684,12.141486680229562,21.2903269279287
1,15,13,4.216704482402037,11.461563249801172,23.706506829924905
1,15,14,3.780363781224377,10.76247314452416,28.291951466317656
1,15,15,3.9487336264186186,11.50656083509084,29.486546999616365
1,15,16,5.15151972475923,16.09685562594909,41.297898297640316
1,15,17,8.884558182181017,23.540919266554134,41.56363710396196
1,15,18,7.968983795848621,24.339337176537022,40.52052088344303
1,15,19,7.608060112954583,23.627485625280343,45.64770458423893
1,15,20,2.8033366697764266,6.704800541755786,30.541219790943718
1,15,21,1.9841490893955125,8.226981565550842,15.249883290714477
1,16,5,2.466666666666667,5.6305555555555555,11.402777777777779
1,16,6,2.219616426384484,6.676136155588195,13.687128852441203
1,16,7,2.3683533425945136,6.204886791833631,12.471348621267497
1,16,8,2.779644270765116,6.831143768514569,13.555347621969284
1,16,9,3.063958703997554,8.918686290012472,18.994268922447414
1,16,10,2.761981600954053,9.828684366272114,12.352072493408672
1,16,11,3.605256625008051,10.698304669674881,17.49198184660815
1,16,12,3.1287463224160192,11.083803920707476,15.7684330097548
1,16,13,3.72941736498826,9.835916395495255,16.768138296130264
1,16,14,3.741911877444746,9.684858717649556,18.5590153030436
1,16,15,4.856185308779579,11.98440934450501,23.678138521574965
1,16,16,5.890005635376908,13.826639518509957,26.00131615538254
1,16,17,8.043087017004206,22.3164284703315,27.85457252705588
1,16,18,7.449204539731668,22.03588978952256,26.10919239604428
1,16,19,8.26847680518298,22.930806000877222,31.06995048868485
1,16,20,2.2922102818854064,6.895831966026864,34.361208378358796
1,16,21,3.24693098462607,6.349573314349117,13.96227841185087
1,16,22,2.5202482986712864,5.642620743191563,12.436142265170904
1,17,6,2.9788645104690694,6.8822704289186944,9.55469098768866
1,17,7,2.3161825746736873,7.299872856045181,7.4876583398960035
1,17,8,2.2617930880780657,6.68172148068894,9.135419229358412
1,17,9,3.4641420424002676,9.443159818453138,11.374158718553653
1,17,10,3.257990781505352,8.916381625135136,10.603467543575661
1,17,11,3.5440383793430037,8.914222366022948,10.030225264153918
1,17,12,3.4543118231641405,9.386455491097808,10.282767674144393
1,17,13,3.5472118170181215,8.953858608528138,10.73573815967388
1,17,14,3.3404969889312093,10.531502879663966,11.912343079418747
1,17,15,3.7784195102161973,13.224865017279898,13.89113323254558
1,17,16,5.649663573083462,15.417878975672958,16.06683318469537
1,17,17,8.099481446573229,21.969580744873223,13.984473228755887
1,17,18,7.255950144020069,22.049422893257482,11.315719646806867
1,17,19,8.433283164530765,23.56547268484645,15.937760968369163
1,17,20,2.6759336602663506,8.37001876666517,29.658262054887857
1,17,21,2.3776620194224147,7.944503786547165,9.524734906566957
1,17,22,2.45071091099994,4.897876391569944,8.1093229675141
1,18,6,2.836557651634244,6.990557007100622,5.4006916322222835
1,18,7,2.1951686596966025,5.063237011341603,4.855718649986402
1,18,8,2.455608919167888,6.382282985158899,4.898253325046007
1,18,9,2.829154511246394,7.423259381132518,6.2739667344597425
1,18,10,3.5097745834097087,7.232832796826102,6.880409330159267
1,18,11,3.0857555440406332,8.677593993144859,4.438386815049693
1,18,12,3.958993321200595,8.051206818483182,6.190554176861807
1,18,13,3.8774182067855603,8.158655849244612,6.454500517214829
1,18,14,3.6097376073315446,9.767451994921673,5.754628691828618
1,18,15,3.7660316856589056,10.002227088655227,7.654937829549258
1,18,16,4.759502042182957,13.137009905698855,7.68932532117947
1,18,17,7.623412271566537,13.685317701151734,7.921159514362444
1,18,18,7.586814814278177,11.43187896871678,7.586814814278177
1,18,19,7.362856884047006,15.611033127779258,7.595478972085807
1,18,20,2.565044058939074,9.666188865822924,22.557117248004005
1,18,21,2.511660782321027,5.7006310973932095,6.335764591494775
1,18,22,2.228099043546991,6.204606423638448,4.132815587422642
1,19,6,1.7400988249300167,4.844307292448729,2.2964831647035715
1,19,7,2.0104869751130288,3.7031765053364722,3.031650882379796
1,19,8,2.05506090469363,3.6354534777950156,2.5025599859227543
1,19,9,2.6293777099381415,6.009274429577529,3.393395587276765
1,19,10,2.635582940499602,5.7372708509117585,3.7787214197471104
1,19,11,3.176576032396609,4.282993415169746,3.3319694322765563
1,19,12,3.159823378168842,5.084879571193011,4.265497983837636
1,19,13,3.171517383913771,5.879853189136863,3.7461647119917356
1,19,14,3.233918147847383,5.737279649597447,3.2512671900785537
1,19,15,3.212187325338835,6.753116953124962,4.114008201763132
1,19,16,3.9889512803435756,7.336044111862546,4.342232489660499
1,19,17,6.278564823572896,7.600310307147098,6.278564823572896
1,19,18,6.570387806676732,8.011648600075814,6.570387806676732
1,19,19,6.393918329733748,7.6656637396574,6.393918329733748
1,19,20,2.1830932013812983,9.984200367598932,14.756010081786371
1,19,21,2.063086776756913,5.0467391865937214,3.352112181657967
1,19,22,1.9986050283797316,3.5214694579079233,2.6099511578944496
1,20,6,1.4904974483352684,2.1868472943242847,1.4904974483352684
1,20,7,1.7794005895052003,2.8695191927229255,1.8197414672461512
1,20,8,1.987681728237914,2.5008798783958723,1.9893618357647957
1,20,9,2.678089053133839,3.376997136553959,2.6944875038566454
1,20,10,2.2917810482142236,3.7787214197471104,2.2917810482142236
1,20,11,2.493304167136091,3.3319694322765563,2.493304167136091
1,20,12,1.9735486151048305,3.9159902584162496,2.3230563405262172
1,20,13,2.4736665272856553,3.7461647119917356,2.4736665272856553
1,20,14,2.9845693191048652,3.2512671900785537,2.9845693191048652
1,20,15,1.9244221879540353,4.094878795801946,1.943551593915221
1,20,16,3.0712702882347545,4.32443528638762,3.0712702882347545
1,20,17,5.0943164680909785,6.181924705606256,5.0943164680909785
1,20,18,4.965961035176882,6.563002283935969,4.965961035176882
1,20,19,5.128449450983645,6.392648806293296,5.128449450983645
1,20,20,1.9776695865353549,7.951194457213589,8.782485211108137
1,20,21,1.5330320955854795,3.2431100389866674,1.6420342382567794
1,20,22,1.2370787109050057,2.6099511578944496,1.2370787109050057
1,21,6,0.7141378401148881,1.5583906836675543,0.7141378401148881
1,21,7,0.7426556501581308,1.7463662757980931,0.7426556501581308
1,21,8,1.0265661271154045,1.9893618357647957,1.0265661271154045
1,21,9,1.0803505667100481,2.7092920191477687,1.0803505667100481
1,21,10,1.5083591460337347,2.2750453246294526,1.5083591460337347
1,21,11,1.3828499655984452,2.493304167136091,1.3828499655984452
1,21,12,1.378921570584028,2.2595094813586925,1.442468429751553
1,21,13,1.267506127661665,2.4736665272856553,1.267506127661665
1,21,14,1.0739292187896987,2.9845693191048652,1.0739292187896987
1,21,15,1.3039923852281277,1.943551593915221,1.3039923852281277
1,21,16,2.0984026288493425,3.1650343414751414,2.0984026288493425
1,21,17,2.3518982177770202,4.421952898532818,2.3518982177770202
1,21,18,2.2485481143810886,4.965961035176882,2.2485481143810886
1,21,19,2.4677697337775766,5.390193510499233,2.4677697337775766
1,21,20,1.0377334295836578,5.304745200235558,3.457805098147945
1,21,21,0.7509863328249721,1.6420342382567794,0.7509863328249721
1,21,22,0.5455691021738991,1.2370787109050057,0.5455691021738991
1,22,6,0.7366830125157234,0.6902522752631406,0.7366830125157234
1,22,7,0.7648432113429883,0.7528077098132692,0.7648432113429883
1,22,8,0.6404119495843601,1.0243560334056148,0.6404119495843601
1,22,9,0.9634840475927897,0.9333293507050672,0.9634840475927897
1,22,10,1.1510548248767585,1.5736222103245243,1.1510548248767585
1,22,11,1.3291380354040425,1.3828499655984452,1.3291380354040425
1,22,12,1.4990880593434988,1.442468429751553,1.4990880593434988
1,22,13,1.2752000194235715,1.267506127661665,1.2752000194235715
1,22,14,1.1636566896009464,1.0739292187896987,1.1636566896009464
1,22,15,1.5069906102510986,1.3039923852281277,1.5069906102510986
1,22,16,2.174318667605469,2.0984026288493425,2.174318667605469
1,22,17,3.2789500548610846,2.3518982177770202,3.2789500548610846
1,22,18,2.2780139397370127,2.2485481143810886,2.2780139397370127
1,22,19,2.6085817696713764,2.361292952324344,2.6085817696713764
1,22,20,0.9529490592967896,2.968808061187042,1.3917070287801379
1,22,21,0.7119019766314979,0.7509863328249721,0.7119019766314979
1,22,22,0.6931168587558759,0.5455691021738991,0.6931168587558759
1,23,6,0.0,0.6780610503006881,0.0
1,23,7,0.0,0.7731839632233467,0.0
1,23,8,0.0,0.6653277625840771,0.0
1,23,9,0.0,1.0014005340086036,0.0
1,23,10,0.0,1.0975700070524124,0.0
1,23,11,0.0,1.2005116337695885,0.0
1,23,12,0.0,1.6451105060585813,0.0
1,23,13,0.0,0.9375786334387118,0.0
1,23,14,0.0,1.417042507701759,0.0
1,23,15,0.0,1.277955484204634,0.0
1,23,16,0.0,2.1691327741079953,0.0
1,23,17,0.0,3.283764990779984,0.0
1,23,18,0.0,2.539879154520875,0.0
1,23,19,0.0,2.3709054312715643,0.0
1,23,20,0.0,1.6996578079045928,0.08784608679941708
1,23,21,0.0,0.5951947954601841,0.0
1,23,22,0.0,0.7847673453572753,0.0
