direction,stop_seq,arr_time,dep_time,dwell_s,load_after,cap,forecast
0,5,18:19:12,18:19:42,30,61,80,65
0,22,18:19:13,18:19:46,33,57,80,65
0,11,18:21:31,18:22:25,54,74,80,62
0,17,18:22:55,18:23:27,32,59,80,54
0,6,18:23:54,18:24:22,28,63,80,67
0,23,18:24:15,18:24:42,27,54,80,66
0,12,18:26:54,18:27:47,53,72,80,58
0,18,18:27:51,18:28:30,39,59,80,57
0,7,18:29:06,18:29:31,25,73,80,69
0,1,18:30:00,18:30:41,41,14,80,16
0,13,18:31:51,18:32:45,54,69,80,65
0,19,18:32:37,18:33:08,31,67,80,51
0,8,18:34:12,18:34:38,26,78,80,73
0,2,18:35:21,18:35:42,21,26,80,30
0,14,18:37:29,18:38:30,61,74,80,64
0,20,18:37:30,18:38:01,31,76,80,48
0,9,18:38:50,18:39:25,35,75,80,72
0,3,18:40:07,18:40:43,36,35,80,34
0,21,18:42:13,18:42:37,24,72,80,56
0,15,18:42:33,18:43:38,65,79,80,59
0,10,18:44:05,18:44:58,53,74,80,73
0,4,18:45:05,18:45:28,23,45,80,43
0,22,18:47:06,18:47:34,28,74,80,59
0,16,18:48:27,18:48:53,26,76,80,58
0,11,18:49:22,18:50:31,69,70,80,73
0,5,18:49:58,18:50:29,31,57,80,58
0,23,18:52:29,18:53:12,43,76,80,58
0,17,18:53:04,18:53:32,28,74,80,58
0,6,18:54:55,18:55:26,31,63,80,64
0,12,18:55:28,18:56:41,73,69,80,70
0,18,18:57:33,18:58:18,45,79,80,59
0,1,19:00:00,19:00:26,26,18,80,19
0,7,19:00:06,19:00:28,22,70,80,70
0,13,19:00:57,19:02:09,72,68,80,56
0,19,19:02:58,19:03:24,26,77,80,61
0,2,19:03:49,19:04:22,33,28,80,30
0,8,19:04:13,19:04:54,41,71,80,73
0,14,19:05:58,19:07:08,70,69,80,59
0,20,19:07:19,19:07:55,36,74,80,64
0,3,19:07:43,19:08:05,22,39,80,41
0,9,19:08:07,19:08:35,28,74,80,75
0,15,19:10:48,19:11:45,57,73,80,56
0,4,19:11:36,19:11:57,21,51,80,51
0,10,19:11:44,19:12:35,51,71,80,68
0,21,19:11:46,19:12:18,32,71,80,64
0,16,19:14:52,19:15:17,25,72,80,55
0,5,19:15:34,19:16:07,33,64,80,63
0,22,19:15:41,19:16:13,32,75,80,64
0,11,19:16:14,19:17:05,51,68,80,61
0,17,19:18:42,19:19:26,44,76,80,56
0,23,19:19:47,19:20:17,30,75,80,65
0,6,19:20:04,19:20:43,39,70,80,66
0,12,19:20:43,19:21:45,62,63,80,58
0,18,19:22:55,19:23:36,41,76,80,59
0,7,19:24:06,19:24:41,35,73,80,66
0,13,19:25:07,19:26:12,65,59,80,65
0,19,19:27:05,19:27:39,34,77,80,74
0,8,19:27:58,19:28:25,27,75,80,70
0,14,19:29:24,19:30:36,72,58,80,65
0,1,19:30:00,19:30:29,29,15,80,17
0,20,19:31:19,19:31:50,31,73,80,74
0,9,19:31:45,19:32:19,34,75,80,73
0,2,19:33:45,19:34:13,28,32,80,29
0,15,19:34:04,19:35:05,61,56,80,73
0,21,19:35:02,19:35:47,45,70,80,70
0,10,19:35:35,19:36:50,75,67,80,70
0,3,19:37:14,19:37:35,21,46,80,42
0,16,19:38:27,19:38:56,29,57,80,71
0,22,19:39:18,19:40:03,45,71,80,74
0,11,19:40:43,19:41:44,61,60,80,66
0,4,19:41:01,19:41:28,27,59,80,49
0,17,19:42:24,19:42:50,26,59,80,75
0,23,19:43:21,19:43:49,28,73,80,75
0,12,19:44:56,19:46:02,66,53,80,62
0,5,19:44:59,19:45:32,33,66,80,61
0,18,19:46:34,19:47:09,35,63,80,76
0,6,19:49:15,19:49:43,28,74,80,69
0,13,19:49:46,19:50:56,70,46,80,64
0,19,19:50:17,19:50:43,26,65,80,75
0,7,19:53:38,19:54:10,32,78,80,68
0,14,19:54:25,19:55:16,51,48,80,62
0,20,19:54:27,19:55:07,40,69,80,74
0,8,19:57:28,19:58:05,37,78,80,73
0,15,19:58:24,19:59:27,63,40,80,64
0,21,19:58:45,19:59:25,40,67,80,71
0,1,20:00:00,20:00:38,38,19,80,16
0,9,20:01:06,20:01:30,24,77,80,75
0,16,20:02:59,20:03:26,27,44,80,54
0,22,20:03:12,20:03:54,42,67,80,65
0,2,20:03:47,20:04:12,25,26,80,28
0,10,20:04:48,20:05:13,25,74,80,71
0,17,20:06:34,20:07:17,43,44,80,56
0,23,20:07:06,20:07:48,42,69,80,66
0,3,20:07:57,20:08:25,28,37,80,35
0,11,20:09:04,20:09:33,29,63,80,67
0,18,20:10:51,20:11:21,30,50,80,58
0,4,20:11:43,20:12:14,31,47,80,50
0,12,20:12:52,20:13:27,35,63,80,63
0,19,20:14:25,20:14:46,21,54,80,59
0,5,20:15:46,20:16:22,36,57,80,59
0,13,20:17:01,20:17:39,38,65,80,62
0,20,20:17:46,20:18:11,25,51,80,62
0,6,20:20:03,20:20:24,21,60,80,66
0,14,20:20:43,20:21:32,49,64,80,62
0,21,20:21:56,20:22:20,24,51,80,62
0,7,20:23:36,20:24:16,40,65,80,70
0,15,20:24:35,20:25:02,27,63,80,58
0,22,20:25:41,20:26:14,33,54,80,66
0,8,20:27:43,20:28:24,41,67,80,73
0,16,20:28:13,20:28:47,34,61,80,48
0,1,20:30:00,20:30:26,26,20,80,18
0,23,20:30:09,20:30:43,34,57,80,69
0,9,20:31:34,20:31:57,23,71,80,75
0,17,20:32:45,20:33:26,41,67,80,52
0,2,20:34:06,20:34:29,23,38,80,30
0,10,20:35:14,20:35:54,40,68,80,74
0,18,20:36:28,20:36:52,24,68,80,53
0,3,20:38:21,20:38:57,36,42,80,38
0,11,20:39:48,20:40:26,38,65,80,67
0,19,20:40:48,20:41:20,32,66,80,56
0,4,20:42:45,20:43:08,23,54,80,51
0,12,20:44:00,20:44:44,44,52,80,64
0,20,20:44:54,20:45:34,40,66,80,54
0,5,20:46:12,20:46:53,41,67,80,58
0,13,20:48:33,20:49:16,43,52,80,65
0,21,20:48:55,20:49:29,34,72,80,53
0,6,20:50:48,20:51:33,45,79,80,61
0,14,20:52:45,20:53:29,44,56,80,65
0,22,20:52:52,20:53:13,21,75,80,62
0,7,20:54:52,20:55:29,37,78,80,65
0,23,20:56:57,20:57:41,44,76,80,63
0,15,20:57:13,20:57:59,46,53,80,62
0,8,20:59:21,20:59:48,27,78,80,69
0,1,21:00:00,21:00:41,41,25,80,17
0,16,21:01:27,21:02:07,40,49,80,58
0,9,21:03:28,21:04:09,41,79,80,75
0,2,21:03:43,21:04:07,24,34,80,30
0,17,21:06:00,21:06:27,27,53,80,60
0,3,21:07:41,21:08:04,23,38,80,37
0,10,21:08:03,21:08:35,32,76,80,71
0,18,21:10:10,21:10:55,45,56,80,61
0,11,21:11:51,21:12:19,28,69,80,67
0,4,21:12:02,21:12:24,22,51,80,51
0,19,21:14:26,21:15:06,40,56,80,67
0,12,21:15:41,21:16:25,44,66,80,64
0,5,21:16:20,21:16:41,21,61,80,63
0,20,21:18:08,21:18:32,24,58,80,68
0,6,21:19:41,21:20:05,24,75,80,68
0,13,21:19:45,21:20:34,49,63,80,56
0,21,21:21:57,21:22:23,26,59,80,68
0,14,21:23:38,21:24:25,47,62,80,59
0,7,21:23:51,21:24:28,37,80,80,73
0,22,21:25:37,21:26:14,37,60,80,68
0,8,21:27:36,21:27:56,20,79,80,73
0,15,21:27:37,21:28:02,25,57,80,58
0,23,21:30:06,21:30:44,38,58,80,68
0,16,21:31:05,21:31:43,38,64,80,53
0,9,21:31:40,21:32:20,40,76,80,73
0,17,21:35:18,21:36:00,42,66,80,52
0,10,21:36:15,21:36:58,43,69,80,75
0,18,21:39:55,21:40:36,41,74,80,61
0,11,21:40:36,21:41:08,32,60,80,67
0,19,21:44:15,21:44:39,24,73,80,61
0,12,21:44:38,21:45:04,26,54,80,65
0,20,21:48:27,21:49:10,43,75,80,60
0,13,21:48:40,21:49:08,28,51,80,63
0,14,21:52:29,21:53:10,41,52,80,62
0,21,21:52:52,21:53:24,32,73,80,58
0,15,21:56:19,21:56:52,33,51,80,57
0,22,21:56:45,21:57:30,45,71,80,62
0,16,22:00:48,22:01:09,21,47,80,58
0,23,22:01:25,22:02:02,37,72,80,61
0,17,22:04:23,22:04:53,30,50,80,62
0,18,22:08:48,22:09:26,38,51,80,56
0,19,22:12:48,22:13:24,36,56,80,58
0,20,22:17:15,22:17:44,29,57,80,60
0,21,22:20:52,22:21:15,23,56,80,61
0,22,22:24:16,22:24:56,40,52,80,62
0,23,22:28:15,22:28:35,20,48,80,65
1,1,05:00:00,05:00:23,23,4,80,3
1,2,05:04:15,05:04:37,22,7,80,5
1,3,05:08:35,05:09:04,29,3,80,7
1,4,05:12:06,05:12:49,43,3,80,5
1,5,05:16:00,05:16:21,21,2,80,5
1,6,05:19:35,05:20:05,30,4,80,5
1,7,05:23:23,05:23:47,24,3,80,5
1,8,05:27:10,05:27:41,31,5,80,7
1,1,05:30:00,05:30:27,27,3,80,5
1,9,05:30:54,05:31:32,38,8,80,9
1,2,05:34:19,05:35:03,44,4,80,7
1,10,05:35:25,05:36:03,38,10,80,9
1,3,05:38:12,05:38:33,21,5,80,4
1,11,05:39:55,05:40:43,48,14,80,13
1,4,05:41:53,05:42:13,20,6,80,3
1,12,05:44:29,05:45:17,48,16,80,16
1,5,05:45:49,05:46:25,36,6,80,3
1,13,05:48:26,05:49:05,39,24,80,20
1,6,05:50:14,05:50:52,38,6,80,5
1,14,05:52:21,05:52:49,28,29,80,23
1,7,05:54:04,05:54:27,23,4,80,4
1,15,05:56:15,05:56:41,26,26,80,18
1,8,05:58:21,05:58:53,32,7,80,5
1,1,06:00:00,06:00:39,39,5,80,3
1,16,06:00:35,06:01:02,27,19,80,15
1,9,06:02:05,06:03:20,75,10,80,10
1,2,06:04:41,06:05:07,26,5,80,5
1,17,06:05:11,06:05:48,37,11,80,10
1,10,06:07:56,06:09:00,64,8,80,10
1,3,06:09:43,06:10:15,32,8,80,8
1,18,06:10:31,06:11:13,42,9,80,6
1,11,06:13:42,06:14:50,68,0,80,14
1,4,06:14:57,06:15:41,44,6,80,6
1,19,06:16:01,06:16:32,31,4,80,3
1,12,06:19:30,06:20:30,60,8,80,16
1,5,06:20:04,06:20:27,23,8,80,5
1,20,06:20:39,06:21:07,28,3,80,2
1,13,06:24:31,06:25:28,57,11,80,21
1,6,06:24:38,06:25:04,26,6,80,5
1,21,06:25:14,06:25:53,39,1,80,1
1,14,06:29:33,06:30:41,68,8,80,23
1,1,06:30:00,06:30:20,20,2,80,4
1,7,06:30:03,06:30:41,38,3,80,5
1,22,06:30:43,06:31:15,32,2,80,1
1,2,06:34:46,06:35:24,38,4,80,5
1,15,06:35:07,06:35:36,29,5,80,18
1,8,06:35:28,06:35:51,23,10,80,7
1,23,06:36:08,06:36:40,32,0,80,0
1,3,06:39:34,06:39:56,22,3,80,8
1,16,06:40:27,06:41:03,36,6,80,16
1,9,06:40:43,06:41:48,65,14,80,10
1,4,06:44:22,06:45:06,44,9,80,6
1,17,06:45:53,06:46:25,32,5,80,9
1,10,06:46:30,06:47:21,51,9,80,9
1,5,06:49:50,06:50:20,30,12,80,8
1,18,06:50:38,06:51:08,30,8,80,9
1,11,06:51:40,06:52:41,61,10,80,3
1,6,06:55:10,06:55:45,35,9,80,7
1,19,06:56:00,06:56:26,26,3,80,5
1,12,06:56:45,06:57:52,67,18,80,9
1,1,07:00:00,07:00:29,29,3,80,3
1,7,07:00:08,07:00:48,40,1,80,5
1,20,07:00:39,07:01:17,38,0,80,2
1,13,07:02:48,07:03:47,59,18,80,20
1,2,07:04:38,07:05:17,39,3,80,5
1,8,07:05:30,07:05:55,25,6,80,6
1,21,07:05:36,07:06:14,38,0,80,1
1,14,07:08:26,07:09:23,57,17,80,22
1,3,07:09:27,07:10:09,42,6,80,7
1,9,07:10:31,07:11:34,63,7,80,9
1,22,07:10:51,07:11:36,45,0,80,1
1,15,07:13:46,07:14:18,32,14,80,19
1,4,07:14:46,07:15:09,23,4,80,5
1,10,07:16:13,07:17:28,75,9,80,11
1,23,07:16:18,07:16:56,38,0,80,0
1,16,07:18:18,07:18:45,27,5,80,15
1,5,07:19:58,07:20:23,25,3,80,5
1,11,07:21:53,07:23:07,74,10,80,13
1,17,07:22:50,07:23:11,21,2,80,8
1,6,07:25:23,07:26:07,44,4,80,5
1,18,07:27:29,07:27:51,22,1,80,5
1,12,07:27:56,07:28:52,56,12,80,16
1,1,07:30:00,07:30:41,41,3,80,3
1,7,07:30:58,07:31:20,22,2,80,2
1,19,07:32:17,07:32:59,42,1,80,3
1,13,07:33:48,07:34:49,61,14,80,19
1,2,07:35:05,07:35:47,42,7,80,3
1,8,07:35:26,07:35:48,22,3,80,6
1,20,07:37:54,07:38:31,37,5,80,0
1,14,07:39:17,07:40:22,65,21,80,19
1,3,07:40:26,07:40:59,33,5,80,6
1,9,07:40:34,07:41:40,66,6,80,9
1,21,07:42:41,07:43:19,38,0,80,0
1,15,07:45:22,07:45:54,32,20,80,10
1,4,07:45:25,07:46:03,38,7,80,5
1,10,07:46:31,07:47:22,51,6,80,9
1,22,07:47:38,07:48:06,28,1,80,0
1,16,07:50:37,07:51:07,30,15,80,5
1,5,07:50:55,07:51:17,22,6,80,4
1,11,07:52:02,07:52:54,52,10,80,10
1,23,07:53:02,07:53:33,31,0,80,0
1,17,07:55:59,07:56:19,20,10,80,4
1,6,07:56:10,07:56:49,39,7,80,5
1,12,07:57:52,07:58:49,57,23,80,13
1,1,08:00:00,08:00:37,37,2,80,3
1,18,08:01:01,08:01:22,21,2,80,5
1,7,08:01:40,08:02:06,26,5,80,5
1,13,08:03:07,08:04:19,72,30,80,22
1,2,08:05:25,08:06:05,40,6,80,5
1,19,08:06:06,08:06:51,45,1,80,3
1,8,08:07:00,08:07:21,21,5,80,6
1,14,08:09:18,08:10:12,54,33,80,24
1,3,08:11:03,08:11:25,22,6,80,7
1,20,08:11:11,08:11:31,20,3,80,2
1,9,08:11:51,08:12:46,55,8,80,10
1,15,08:14:15,08:14:47,32,26,80,19
1,4,08:16:15,08:16:41,26,1,80,5
1,21,08:16:28,08:16:59,31,0,80,1
1,10,08:17:26,08:18:41,75,5,80,12
1,16,08:19:43,08:20:16,33,24,80,14
1,5,08:20:47,08:21:28,41,6,80,5
1,22,08:21:02,08:21:27,25,0,80,1
1,11,08:23:31,08:24:30,59,11,80,14
1,17,08:25:11,08:25:42,31,15,80,9
1,23,08:25:37,08:26:15,38,0,80,0
1,6,08:26:17,08:26:58,41,5,80,5
1,12,08:29:07,08:29:58,51,11,80,17
1,18,08:29:51,08:30:20,29,5,80,4
1,1,08:30:00,08:30:41,41,4,80,3
1,7,08:31:53,08:32:33,40,8,80,6
1,13,08:34:29,08:35:20,51,11,80,28
1,19,08:34:31,08:35:02,31,4,80,1
1,2,08:34:47,08:35:19,32,6,80,6
1,8,08:37:23,08:37:49,26,10,80,5
1,20,08:39:28,08:39:50,22,3,80,3
1,14,08:39:32,08:40:34,62,13,80,28
1,3,08:39:34,08:40:14,40,6,80,6
1,9,08:42:11,08:43:25,74,13,80,10
1,21,08:44:37,08:45:08,31,4,80,0
1,4,08:44:56,08:45:31,35,4,80,2
1,15,08:45:23,08:45:52,29,12,80,21
1,10,08:47:59,08:49:08,69,17,80,10
1,22,08:49:27,08:49:55,28,0,80,0
1,5,08:49:41,08:50:23,42,3,80,6
1,16,08:50:28,08:50:55,27,6,80,23
1,11,08:53:40,08:54:45,65,20,80,12
1,6,08:54:31,08:55:15,44,3,80,6
1,23,08:54:49,08:55:10,21,0,80,0
1,17,08:55:52,08:56:15,23,5,80,11
1,12,08:59:34,09:00:48,74,28,80,14
1,7,08:59:55,09:00:22,27,4,80,7
1,1,09:00:00,09:00:33,33,3,80,5
1,18,09:01:02,09:01:23,21,2,80,7
1,2,09:04:27,09:05:08,41,7,80,6
1,8,09:04:49,09:05:10,21,5,80,8
1,19,09:05:14,09:05:55,41,0,80,4
1,13,09:05:38,09:06:05,27,33,80,25
1,3,09:08:27,09:09:11,44,8,80,8
1,9,09:09:09,09:09:41,32,8,80,11
1,20,09:09:13,09:09:53,40,4,80,3
1,14,09:09:39,09:10:28,49,33,80,30
1,4,09:12:45,09:13:26,41,4,80,6
1,10,09:12:51,09:13:32,41,12,80,13
1,21,09:13:27,09:14:12,45,1,80,1
1,15,09:14:23,09:14:49,26,29,80,23
1,5,09:16:57,09:17:34,37,3,80,5
1,11,09:16:57,09:17:33,36,15,80,16
1,22,09:17:22,09:18:01,39,1,80,1
1,16,09:18:25,09:18:53,28,23,80,18
1,6,09:20:43,09:21:07,24,5,80,6
1,12,09:20:59,09:21:42,43,23,80,22
1,23,09:21:32,09:21:57,25,0,80,0
1,17,09:22:02,09:22:38,36,12,80,13
1,7,09:24:44,09:25:07,23,10,80,6
1,13,09:25:38,09:26:14,36,33,80,30
1,18,09:25:39,09:25:59,20,6,80,3
1,8,09:28:22,09:28:46,24,13,80,5
1,19,09:29:50,09:30:20,30,2,80,0
1,14,09:29:57,09:30:45,48,34,80,33
1,1,09:30:00,09:30:38,38,5,80,3
1,9,09:31:49,09:32:35,46,18,80,8
1,20,09:33:41,09:34:13,32,1,80,5
1,2,09:34:04,09:34:33,29,7,80,7
1,15,09:34:06,09:34:46,40,20,80,28
1,10,09:36:06,09:36:51,45,22,80,13
1,21,09:37:52,09:38:16,24,0,80,1
1,3,09:38:02,09:38:40,38,12,80,8
1,16,09:38:43,09:39:17,34,14,80,24
1,11,09:40:03,09:40:51,48,26,80,15
1,22,09:41:43,09:42:05,22,1,80,1
1,4,09:41:56,09:42:40,44,9,80,5
1,17,09:42:41,09:43:05,24,6,80,16
1,12,09:43:56,09:44:28,32,32,80,22
1,23,09:45:18,09:46:00,42,0,80,0
1,5,09:46:31,09:46:52,21,12,80,4
1,18,09:46:36,09:47:19,43,4,80,5
1,13,09:47:38,09:48:08,30,43,80,32
1,19,09:50:41,09:51:18,37,5,80,1
1,6,09:50:44,09:51:24,40,10,80,5
1,14,09:51:51,09:52:39,48,51,80,32
1,7,09:54:51,09:55:35,44,5,80,10
1,20,09:55:05,09:55:26,21,4,80,3
1,15,09:56:25,09:56:53,28,39,80,26
1,21,09:58:39,09:59:19,40,4,80,1
1,8,09:59:25,09:59:53,28,11,80,9
1,16,09:59:55,10:00:25,30,29,80,19
1,1,10:00:00,10:00:31,31,2,80,5
1,22,10:02:45,10:03:21,36,3,80,2
1,9,10:03:37,10:04:12,35,16,80,12
1,17,10:03:42,10:04:10,28,26,80,10
1,2,10:04:17,10:05:02,45,5,80,7
1,23,10:06:42,10:07:13,31,0,80,0
1,18,10:07:15,10:07:46,31,28,80,6
1,10,10:07:20,10:08:01,41,20,80,13
1,3,10:08:34,10:09:10,36,11,80,9
1,11,10:11:16,10:11:54,38,22,80,16
1,19,10:11:37,10:11:58,21,11,80,4
1,4,10:12:41,10:13:19,38,6,80,6
1,20,10:15:16,10:15:37,21,3,80,3
1,12,10:15:40,10:16:18,38,30,80,22
1,5,10:16:42,10:17:16,34,5,80,5
1,21,10:18:54,10:19:15,21,3,80,1
1,13,10:19:46,10:20:16,30,32,80,25
1,6,10:20:26,10:21:09,43,7,80,5
1,22,10:22:53,10:23:14,21,0,80,4
1,14,10:24:10,10:24:41,31,34,80,28
1,7,10:24:34,10:25:18,44,8,80,5
1,23,10:27:06,10:27:39,33,0,80,0
1,15,10:27:57,10:28:37,40,20,80,23
1,8,10:28:38,10:29:08,30,7,80,8
1,1,10:30:00,10:30:29,29,8,80,3
1,9,10:32:12,10:32:45,33,5,80,16
1,16,10:32:31,10:33:07,36,15,80,15
1,2,10:33:53,10:34:31,38,5,80,5
1,10,10:35:49,10:36:33,44,14,80,20
1,17,10:36:20,10:37:03,43,8,80,24
1,3,10:38:07,10:38:41,34,9,80,11
1,11,10:39:44,10:40:28,44,16,80,22
1,18,10:40:59,10:41:26,27,5,80,28
1,4,10:42:23,10:42:49,26,5,80,7
1,12,10:43:32,10:44:08,36,25,80,29
1,19,10:44:51,10:45:27,36,2,80,13
1,5,10:46:31,10:47:15,44,6,80,6
1,13,10:47:28,10:47:54,26,25,80,31
1,20,10:48:28,10:49:12,44,0,80,4
1,6,10:51:04,10:51:38,34,4,80,7
1,14,10:51:48,10:52:14,26,28,80,32
1,21,10:52:51,10:53:32,41,3,80,3
1,7,10:55:30,10:55:50,20,5,80,7
1,15,10:55:34,10:56:09,35,15,80,17
1,22,10:57:19,10:57:40,21,0,80,2
1,16,10:59:31,10:59:55,24,7,80,15
1,8,10:59:50,11:00:22,32,6,80,7
1,1,11:00:00,11:00:27,27,8,80,5
1,23,11:01:38,11:02:11,33,0,80,0
1,2,11:03:30,11:04:04,34,9,80,7
1,17,11:03:54,11:04:30,36,3,80,11
1,9,11:04:06,11:04:40,34,12,80,13
1,3,11:07:25,11:08:10,45,11,80,11
1,10,11:07:52,11:08:42,50,16,80,15
1,18,11:08:02,11:08:39,37,2,80,6
1,4,11:11:24,11:11:58,34,3,80,7
1,19,11:12:24,11:13:02,38,2,80,4
1,11,11:12:26,11:13:10,44,17,80,19
1,5,11:15:56,11:16:22,26,7,80,5
1,20,11:16:27,11:17:10,43,4,80,3
1,12,11:16:30,11:17:08,38,24,80,24
1,6,11:19:55,11:20:22,27,2,80,7
1,13,11:20:30,11:20:55,25,17,80,28
1,21,11:20:49,11:21:13,24,1,80,1
1,7,11:24:15,11:24:56,41,3,80,7
1,22,11:24:33,11:24:57,24,0,80,1
1,14,11:24:45,11:25:10,25,29,80,31
1,23,11:28:34,11:29:14,40,0,80,0
1,8,11:28:47,11:29:07,20,5,80,8
1,15,11:28:48,11:29:17,29,27,80,26
1,1,11:30:00,11:30:34,34,3,80,8
1,9,11:32:37,11:33:05,28,12,80,13
1,16,11:32:41,11:33:17,36,19,80,17
1,2,11:34:24,11:34:54,30,6,80,9
1,10,11:36:44,11:37:22,38,7,80,16
1,17,11:36:51,11:37:33,42,15,80,4
1,3,11:38:09,11:38:40,31,7,80,11
1,11,11:41:10,11:41:58,48,18,80,18
1,18,11:41:19,11:41:50,31,2,80,3
1,4,11:41:53,11:42:15,22,8,80,5
1,12,11:45:13,11:45:59,46,25,80,24
1,19,11:45:13,11:45:47,34,5,80,3
1,5,11:45:38,11:46:18,40,8,80,7
1,13,11:49:03,11:49:51,48,27,80,19
1,20,11:49:40,11:50:20,40,6,80,5
1,6,11:49:56,11:50:32,36,4,80,3
1,14,11:53:50,11:54:32,42,28,80,29
1,7,11:53:59,11:54:39,40,3,80,3
1,21,11:54:11,11:54:52,41,0,80,1
1,22,11:58:10,11:58:37,27,3,80,0
1,15,11:58:16,11:58:55,39,17,80,25
1,8,11:58:35,11:59:17,42,10,80,5
1,1,12:00:00,12:00:42,42,5,80,5
1,23,12:02:04,12:02:24,20,0,80,0
1,16,12:02:25,12:02:52,27,7,80,20
1,9,12:02:36,12:03:26,50,6,80,13
1,2,12:03:42,12:04:03,21,7,80,8
1,17,12:06:48,12:07:21,33,3,80,14
1,10,12:06:58,12:07:36,38,7,80,13
1,3,12:07:42,12:08:18,36,11,80,10
1,11,12:11:15,12:11:43,28,9,80,17
1,18,12:11:19,12:11:39,20,3,80,8
1,4,12:11:58,12:12:28,30,10,80,7
1,12,12:14:55,12:15:39,44,12,80,22
1,19,12:15:11,12:15:35,24,4,80,5
1,5,12:16:19,12:16:54,35,12,80,7
1,20,12:18:50,12:19:20,30,0,80,3
1,13,12:19:13,12:19:58,45,19,80,28
1,6,12:20:37,12:21:04,27,5,80,6
1,21,12:22:27,12:23:10,43,1,80,2
1,14,12:23:23,12:23:56,33,27,80,30
1,7,12:24:45,12:25:23,38,4,80,7
1,22,12:27:01,12:27:35,34,3,80,1
1,15,12:27:43,12:28:23,40,15,80,26
1,8,12:29:15,12:29:49,34,12,80,10
1,1,12:30:00,12:30:25,25,7,80,5
1,23,12:31:25,12:31:52,27,0,80,0
1,16,12:32:08,12:32:49,41,8,80,9
1,9,12:33:11,12:33:54,43,21,80,7
1,2,12:33:58,12:34:18,20,7,80,7
1,17,12:36:02,12:36:40,38,1,80,4
1,10,12:37:18,12:37:52,34,19,80,7
1,3,12:38:11,12:38:46,35,13,80,11
1,18,12:40:02,12:40:45,43,4,80,3
1,11,12:41:45,12:42:30,45,18,80,9
1,4,12:42:07,12:42:40,33,6,80,10
1,19,12:43:50,12:44:17,27,3,80,5
1,12,12:45:44,12:46:20,36,21,80,13
1,5,12:45:52,12:46:15,23,3,80,12
1,20,12:47:23,12:47:49,26,2,80,1
1,13,12:49:36,12:50:18,42,31,80,19
1,6,12:49:40,12:50:03,23,4,80,7
1,21,12:50:54,12:51:37,43,2,80,1
1,7,12:53:24,12:53:56,32,5,80,5
1,14,12:54:07,12:54:45,38,28,80,26
1,22,12:55:08,12:55:28,20,2,80,3
1,8,12:57:12,12:57:32,20,6,80,12
1,15,12:58:16,12:58:56,40,21,80,15
1,23,12:59:16,12:59:59,43,0,80,0
1,1,13:00:00,13:00:36,36,9,80,5
1,9,13:00:33,13:01:12,39,6,80,13
1,16,13:02:22,13:02:55,33,14,80,19
1,10,13:04:32,13:05:02,30,6,80,14
1,2,13:04:33,13:05:09,36,9,80,7
1,17,13:06:44,13:07:23,39,5,80,14
1,11,13:08:23,13:08:57,34,16,80,18
1,3,13:09:00,13:09:24,24,13,80,10
1,18,13:10:27,13:10:48,21,3,80,8
1,4,13:12:31,13:13:01,30,12,80,7
1,12,13:12:41,13:13:13,32,23,80,23
1,19,13:14:36,13:15:20,44,4,80,5
1,5,13:16:07,13:16:42,35,7,80,5
1,13,13:16:53,13:17:18,25,20,80,27
1,20,13:19:09,13:19:47,38,2,80,4
1,6,13:19:48,13:20:08,20,6,80,6
1,14,13:20:45,13:21:12,27,20,80,31
1,21,13:22:59,13:23:43,44,1,80,2
1,7,13:24:03,13:24:28,25,4,80,7
1,15,13:24:52,13:25:23,31,13,80,25
1,22,13:27:34,13:27:59,25,2,80,2
1,8,13:27:44,13:28:20,36,7,80,9
1,16,13:28:57,13:29:38,41,11,80,13
1,1,13:30:00,13:30:41,41,5,80,8
1,23,13:31:27,13:31:54,27,0,80,0
1,9,13:32:06,13:32:42,36,7,80,6
1,17,13:33:22,13:33:44,22,3,80,6
1,2,13:34:16,13:34:45,29,8,80,9
1,10,13:36:27,13:36:57,30,5,80,6
1,18,13:37:18,13:37:43,25,4,80,4
1,3,13:38:26,13:38:49,23,14,80,13
1,11,13:40:20,13:41:05,45,13,80,16
1,19,13:41:40,13:42:05,25,2,80,5
1,4,13:41:57,13:42:23,26,7,80,13
1,12,13:44:32,13:45:03,31,18,80,23
1,20,13:45:20,13:45:50,30,1,80,3
1,5,13:46:18,13:47:03,45,6,80,7
1,13,13:48:39,13:49:15,36,30,80,22
1,21,13:49:46,13:50:10,24,2,80,1
1,6,13:50:33,13:51:15,42,4,80,7
1,14,13:52:38,13:53:27,49,32,80,21
1,22,13:54:07,13:54:35,28,1,80,3
1,7,13:54:44,13:55:15,31,11,80,5
1,15,13:56:55,13:57:22,27,25,80,15
1,23,13:57:36,13:58:02,26,0,80,0
1,8,13:58:39,13:59:02,23,12,80,7
1,1,14:00:00,14:00:29,29,2,80,5
1,16,14:00:47,14:01:23,36,22,80,18
1,9,14:02:27,14:02:53,26,13,80,13
1,2,14:04:00,14:04:25,25,6,80,8
1,17,14:04:31,14:05:01,30,13,80,13
1,10,14:06:01,14:06:39,38,5,80,14
1,3,14:07:42,14:08:10,28,10,80,10
1,18,14:08:30,14:08:53,23,9,80,7
1,11,14:10:36,14:11:01,25,11,80,17
1,4,14:11:16,14:11:48,32,9,80,7
1,19,14:12:44,14:13:10,26,3,80,4
